Gender,Age,Education,Marital_Status,Employment_Status,Annual_Income,Co_Applicant_Income,State,Family_Members,Loan_Types,Savings_Balance,Existing_Loans,Home_Ownership,Mortgage,Loan_Amount,Loan_Term,Interest_Rate,Credit_History,Previous_Defaults,No_Of_Open_Accounts,Missed_Payments,Property_Area,Property_Value,Loan_Approveled
Female,20,Graduate,Married,Self-employed,165500,0,Punjab,2,Business Loan,101750,0,Rent,House,4361090,73,13.26,Good,0,8,0,Semi-urban,3248300,0
Male,49,Undergraduate,Single,Employed,198000,69700,Kerala,7,Home Loan,30040,1,Rent,House,6076880,297,9.56,Good,0,6,1,Urban,4075900,0
Female,68,Graduate,Single,Unemployed,194300,0,Jammu and Kashmir,8,Home Loan,53500,2,Rent,Apartment/Flat,1584000,105,9.93,Good,0,1,0,Urban,1889200,0
Female,51,Undergraduate,Single,Employed,1807400,0,Telangana,3,Personal Loan,474160,3,Own,Home,979480,23,14.15,Good,0,9,0,Urban,49900,1
Male,76,Not Graduate,Married,Self-employed,304700,266600,Assam,5,Home Loan,12720,0,Rent,House,7654880,295,6.0,Good,0,6,0,Semi-urban,1379700,0
Male,37,Graduate,Single,Employed,244400,0,Tamil Nadu,3,Credit Card Loan,63950,1,Rent,Home,35850,17,19.46,Good,0,11,1,Rural,58300,1
Female,20,Undergraduate,Single,Employed,112300,96300,Goa,1,Home Loan,22210,0,Rent,Apartment/Flat,1841010,86,7.72,Good,0,5,1,Rural,976700,0
Female,66,Not Graduate,Single,Self-employed,538500,0,Rajasthan,9,Home Loan,130370,1,Family,Apartment/Flat,643610,282,9.95,Good,0,7,0,Urban,1526200,1
Male,22,Undergraduate,Single,Self-employed,122700,0,Himachal Pradesh,3,Credit Card Loan,19080,0,Rent,Home,135000,26,21.44,Good,3,12,0,Urban,55400,1
Female,66,Not Graduate,Married,Self-employed,658200,0,Uttarakhand,3,Business Loan,64890,0,Own,Commercial Property,1145260,174,14.35,Bad,0,10,2,Urban,1410700,0
Female,64,Graduate,Married,Unemployed,63600,0,Nagaland,1,Consumer Durable Loan,9170,2,Family,Home,84820,18,17.44,Good,0,9,1,Semi-urban,444400,1
Female,71,Undergraduate,Married,Self-employed,477300,0,Meghalaya,4,Home Loan,86570,0,Family,Apartment/Flat,3610270,342,6.0,Good,0,3,1,Rural,981000,0
Female,48,Graduate,Married,Employed,669300,0,Delhi,7,Personal Loan,300680,0,Own,Home,144070,18,15.68,Good,0,8,0,Semi-urban,79600,1
Male,74,Graduate,Married,Unemployed,238100,154100,Meghalaya,10,Wedding Loan,42060,0,Rent,Home,151500,42,13.5,Bad,1,10,1,Rural,43000,1
Male,28,Not Graduate,Married,Employed,248000,48300,Himachal Pradesh,8,Personal Loan,74860,1,Rent,Home,87520,15,8.02,Good,0,7,0,Semi-urban,25600,1
Male,45,Graduate,Single,Employed,506200,120200,Odisha,9,Farm Equipment Loan,164370,1,Rent,Agricultural Land,1999530,54,18.15,Good,0,10,0,Semi-urban,1911400,1
Female,25,Not Graduate,Single,Employed,288700,0,Chandigarh,10,Education Loan,51780,1,Rent,Agricultural Land,1136750,54,6.44,Good,1,13,0,Rural,41400,1
Female,66,Undergraduate,Married,Employed,228200,157100,Assam,7,Business Loan,137220,1,Rent,Commercial Property,1587080,175,12.17,Bad,1,11,4,Semi-urban,2479200,0
Female,62,Not Graduate,Married,Employed,207100,0,Karnataka,9,Home Loan,42410,1,Rent,Apartment/Flat,2757400,348,14.19,Bad,1,5,4,Urban,1566900,0
Male,68,Not Graduate,Married,Self-employed,258000,99300,Rajasthan,3,Startup Loan,45530,1,Rent,Commercial Property,839390,178,13.37,Good,0,6,1,Urban,5229800,1
Female,66,Undergraduate,Single,Employed,890000,0,Himachal Pradesh,7,Business Loan,595490,0,Rent,Commercial Property,3268070,23,10.47,Good,0,6,0,Urban,3008500,1
Male,37,Not Graduate,Single,Self-employed,308300,48900,West Bengal,6,Credit Card Loan,95100,0,Rent,Fixed Deposit,190920,25,12.52,Good,1,5,0,Urban,112500,1
Male,22,Undergraduate,Single,Employed,265100,0,Assam,4,Farm Equipment Loan,10820,0,Rent,Land/Plot,317090,75,10.33,Good,0,7,1,Urban,1037800,1
Male,76,Undergraduate,Married,Unemployed,113500,212700,Jharkhand,7,Credit Card Loan,3740,3,Rent,Home,281830,5,14.23,Good,0,7,1,Semi-urban,72500,1
Female,49,Undergraduate,Married,Employed,594000,0,Sikkim,7,Personal Loan,587510,2,Family,Home,301650,10,11.73,Bad,1,7,2,Urban,114300,0
Male,23,Graduate,Single,Employed,100900,63200,Dadra and Nagar Haveli and Daman and Diu,4,Education Loan,29810,0,Family,Agricultural Land,144790,33,7.66,Good,0,8,0,Urban,61400,1
Female,76,Graduate,Single,Self-employed,428600,0,Madhya Pradesh,9,Business Loan,103100,3,Rent,Land/Plot,599250,147,14.81,Good,1,9,0,Urban,1524700,0
Other,80,Graduate,Single,Employed,436600,301800,Jharkhand,0,Consumer Durable Loan,20460,2,Rent,Home,24000,20,15.68,Bad,0,8,7,Rural,35900,0
Female,46,Graduate,Single,Employed,343900,0,Ladakh,3,Personal Loan,84570,1,Rent,Home,193340,46,13.02,Good,0,8,0,Urban,116300,1
Male,66,Graduate,Married,Employed,412300,0,Odisha,4,Personal Loan,49020,0,Rent,Home,125720,57,9.85,Good,0,2,0,Urban,73500,1
Female,20,Undergraduate,Single,Employed,226500,0,Haryana,9,Business Loan,48640,1,Rent,Other,483950,154,8.61,Good,0,5,1,Semi-urban,2490000,1
Female,23,Undergraduate,Married,Employed,216100,157700,Delhi,5,Home Loan,33360,0,Rent,House,2767590,293,12.22,Good,0,6,0,Semi-urban,828500,0
Male,35,Undergraduate,Married,Employed,534000,101800,Arunachal Pradesh,10,Education Loan,117100,2,Rent,Agricultural Land,302210,119,7.91,Good,1,3,0,Urban,63600,1
Female,59,Not Graduate,Married,Employed,93700,0,Uttarakhand,10,Personal Loan,30240,1,Rent,Home,1338050,40,8.56,Good,1,4,0,Semi-urban,589900,0
Female,26,Not Graduate,Married,Self-employed,392100,0,Jammu and Kashmir,5,Business Loan,146060,0,Rent,Commercial Property,232100,172,14.86,Bad,0,5,7,Urban,1755200,1
Male,20,Not Graduate,Married,Employed,88000,0,Rajasthan,8,Home Loan,23090,0,Rent,Apartment/Flat,7134720,315,11.56,Bad,1,12,5,Semi-urban,1776500,0
Female,60,Undergraduate,Divorced,Employed,811700,337500,Jammu and Kashmir,2,Personal Loan,244370,0,Rent,Home,80360,16,9.31,Good,0,2,0,Semi-urban,302100,1
Male,66,Graduate,Single,Self-employed,426600,0,Tamil Nadu,1,Home Loan,28290,0,Rent,Apartment/Flat,5235940,347,9.49,Bad,2,8,3,Urban,1951100,0
Male,64,Not Graduate,Single,Self-employed,394600,0,Sikkim,5,Education Loan,102000,2,Rent,Agricultural Land,144150,104,6.16,Good,0,12,1,Urban,79700,0
Female,68,Graduate,Single,Self-employed,296900,0,Bihar,3,Consumer Durable Loan,96850,0,Rent,Home,39420,3,11.95,Good,0,2,1,Urban,43300,1
Male,68,Graduate,Married,Self-employed,275000,0,Gujarat,8,Personal Loan,71350,1,Rent,Home,92140,42,8.82,Good,0,8,0,Urban,10600,0
Male,55,Graduate,Married,Unemployed,215500,0,Uttar Pradesh,5,Personal Loan,195570,0,Family,Other,959920,47,14.5,Good,0,3,0,Urban,637700,0
Male,50,Undergraduate,Single,Unemployed,60000,398100,Tripura,1,Car Loan / Vehicle Loan,13430,0,Rent,Car / Vehicle,278040,61,11.86,Good,0,10,0,Urban,170100,1
Male,71,Undergraduate,Married,Employed,201700,119100,Tamil Nadu,4,Personal Loan,19330,0,Rent,Home,78570,57,11.52,Good,0,4,0,Urban,185600,1
Male,39,Graduate,Married,Employed,583400,344200,Haryana,4,Business Loan,161220,3,Rent,Commercial Property,2381510,54,11.25,Good,0,4,0,Rural,741200,1
Female,24,Undergraduate,Married,Employed,156700,0,Bihar,0,Consumer Durable Loan,27360,0,Family,Home,88270,16,14.82,Good,0,5,2,Semi-urban,72100,1
Male,65,Graduate,Married,Employed,302900,0,Bihar,5,Home Loan,21070,0,Rent,Apartment/Flat,3351220,138,11.58,Good,0,9,0,Rural,1526600,0
Male,35,Graduate,Single,Employed,800000,0,Chhattisgarh,10,Personal Loan,173340,0,Rent,Vehicle,274300,15,14.55,Good,0,5,0,Urban,53900,1
Female,79,Graduate,Married,Employed,1379400,0,Haryana,9,Consumer Durable Loan,1241820,2,Own,Home,103230,10,16.77,Bad,0,7,6,Urban,161800,0
Female,44,Graduate,Single,Employed,428300,159900,Lakshadweep,9,Personal Loan,88140,1,Rent,Home,320220,42,10.33,Good,0,1,1,Urban,257000,1
Male,71,Undergraduate,Married,Unemployed,252300,0,Andaman and Nicobar Islands,9,Personal Loan,165920,0,Family,Fixed Deposit,83300,9,16.09,Good,0,12,0,Urban,75600,1
Male,20,Graduate,Single,Employed,482700,0,Gujarat,10,Startup Loan,236920,1,Rent,Land/Plot,6536600,30,14.92,Bad,1,4,4,Urban,1303100,0
Male,59,Graduate,Single,Self-employed,531900,0,Kerala,1,Business Loan,976750,2,Rent,Land/Plot,840870,68,11.18,Good,0,4,1,Urban,4854000,1
Male,46,Graduate,Married,Unemployed,107200,0,Jammu and Kashmir,4,Home Loan,42610,2,Rent,Apartment/Flat,1399910,177,10.07,Bad,0,6,5,Semi-urban,1628700,0
Male,47,Undergraduate,Married,Self-employed,417500,0,Mizoram,5,Personal Loan,122700,0,Rent,Home,507560,36,9.34,Good,0,7,1,Urban,144400,1
Female,34,Not Graduate,Single,Employed,90900,0,Jharkhand,9,Personal Loan,26990,0,Rent,Vehicle,1248020,31,14.39,Bad,0,8,1,Urban,403300,0
Female,79,Undergraduate,Divorced,Self-employed,586800,0,Kerala,4,Business Loan,202700,0,Rent,Commercial Property,336190,67,13.4,Bad,2,6,2,Semi-urban,1078100,0
Male,42,Undergraduate,Single,Employed,273600,0,Manipur,7,Home Loan,61440,0,Family,Apartment/Flat,5270870,193,6.77,Good,0,4,0,Urban,1510200,0
Female,71,Not Graduate,Married,Employed,304500,0,Punjab,8,Home Loan,56050,1,Rent,Apartment/Flat,2069580,283,11.4,Good,0,11,0,Rural,2122200,0
Male,44,Graduate,Single,Employed,438200,234500,Punjab,5,Personal Loan,175170,1,Rent,Home,161110,19,12.58,Good,0,5,0,Rural,46200,1
Male,21,Graduate,Single,Employed,137200,117900,Punjab,2,Personal Loan,22860,0,Rent,Home,331370,52,12.45,Good,0,3,0,Urban,268900,1
Male,73,Undergraduate,Divorced,Self-employed,421000,0,Tamil Nadu,0,Home Loan,26140,0,Rent,Apartment/Flat,6256260,153,6.0,Good,1,9,1,Urban,1229600,0
Male,29,Graduate,Married,Unemployed,60000,0,Karnataka,4,Farm Equipment Loan,5810,1,Family,Other,770600,20,17.07,Good,0,12,0,Rural,909600,0
Female,35,Graduate,Married,Employed,265500,0,Nagaland,1,Car Loan / Vehicle Loan,274070,0,Rent,Car / Vehicle,411950,42,7.75,Good,0,10,0,Rural,42600,0
Male,72,Graduate,Married,Unemployed,84900,0,Chandigarh,7,Home Loan,18180,3,Rent,Apartment/Flat,512740,268,11.92,Bad,2,8,1,Rural,613100,0
Female,74,Graduate,Married,Employed,303800,0,Madhya Pradesh,2,Home Loan,155290,0,Rent,Apartment/Flat,5713260,318,8.86,Good,1,0,0,Urban,2352800,1
Male,75,Undergraduate,Married,Self-employed,124000,287400,Puducherry,9,Home Loan,19620,1,Family,Apartment/Flat,805060,106,8.89,Good,0,3,0,Semi-urban,1784900,1
Female,44,Graduate,Single,Self-employed,368900,170400,Nagaland,9,Home Loan,207720,2,Rent,Land/Plot,2149480,354,8.33,Good,0,7,0,Urban,4008100,0
Female,65,Graduate,Married,Employed,642600,0,Maharashtra,9,Car Loan / Vehicle Loan,245100,0,Own,Car / Vehicle,1095800,25,8.4,Good,0,10,2,Urban,38700,0
Male,38,Not Graduate,Married,Unemployed,78600,0,Uttar Pradesh,7,Home Loan,106850,1,Rent,Apartment/Flat,3387760,300,6.03,Good,0,9,1,Urban,2797100,0
Male,64,Undergraduate,Married,Unemployed,227300,0,Manipur,1,Personal Loan,180160,1,Rent,Home,746400,53,9.78,Good,0,8,0,Semi-urban,151200,1
Female,49,Graduate,Married,Employed,280600,0,Manipur,10,Gold Loan,139740,1,Rent,Gold,367580,22,6.0,Good,0,4,0,Semi-urban,1190900,1
Female,21,Graduate,Married,Self-employed,183300,89600,Maharashtra,0,Personal Loan,31640,0,Family,Home,94030,25,19.19,Bad,2,3,9,Semi-urban,40100,0
Male,44,Graduate,Married,Employed,709200,51700,Punjab,6,Travel Loan,76540,1,Own,Home,77880,9,17.29,Good,0,7,0,Urban,325500,0
Female,47,Graduate,Single,Employed,434400,0,Arunachal Pradesh,8,Medical Loan,107340,2,Rent,Home,307520,14,15.65,Good,0,8,0,Rural,22000,1
Male,34,Graduate,Married,Employed,373200,234300,Maharashtra,0,Gold Loan,104750,0,Rent,Gold,83510,28,15.65,Bad,0,8,4,Urban,3092100,1
Male,41,Graduate,Married,Employed,1282400,284900,West Bengal,5,Car Loan / Vehicle Loan,255600,0,Own,Car / Vehicle,791410,18,11.43,Good,0,15,0,Rural,47300,1
Female,49,Undergraduate,Married,Employed,329600,70700,Kerala,5,Education Loan,160170,1,Rent,Agricultural Land,177710,56,12.87,Bad,0,14,5,Semi-urban,92500,0
Male,21,Undergraduate,Married,Employed,134000,0,Punjab,2,Car Loan / Vehicle Loan,39410,0,Family,Car / Vehicle,218770,18,10.25,Good,0,6,0,Urban,394600,0
Male,27,Undergraduate,Single,Unemployed,60000,0,Karnataka,1,Credit Card Loan,16550,2,Family,Home,75230,6,14.32,Good,0,4,0,Semi-urban,26500,1
Male,66,Undergraduate,Married,Employed,335700,82000,Ladakh,10,Personal Loan,314120,1,Rent,Home,170790,48,12.62,Bad,0,6,3,Semi-urban,42300,0
Male,40,Undergraduate,Married,Self-employed,599800,0,Himachal Pradesh,9,Home Loan,180290,1,Rent,Apartment/Flat,3741730,325,6.0,Good,0,9,0,Urban,2505600,0
Male,56,Undergraduate,Single,Employed,539600,0,West Bengal,1,Gold Loan,50450,3,Rent,Gold,99240,18,14.2,Bad,1,9,4,Urban,3307200,1
Male,53,Not Graduate,Single,Employed,649100,0,West Bengal,3,Business Loan,407070,1,Own,Other,232980,33,10.66,Good,0,2,1,Rural,1079400,1
Female,52,Undergraduate,Married,Self-employed,523600,57800,Manipur,4,Personal Loan,171160,1,Rent,Home,179400,40,11.4,Good,0,7,0,Rural,297500,1
Female,44,Undergraduate,Single,Employed,99900,238300,Puducherry,2,Education Loan,22210,0,Rent,Agricultural Land,249220,119,10.4,Good,0,9,0,Semi-urban,124200,1
Male,48,Undergraduate,Divorced,Employed,525400,0,Puducherry,0,Education Loan,67600,0,Rent,Agricultural Land,233250,85,9.65,Good,0,11,3,Urban,189200,1
Male,69,Undergraduate,Single,Unemployed,132600,0,Arunachal Pradesh,5,Personal Loan,100540,0,Rent,Home,86450,12,11.56,Good,0,13,0,Urban,94600,1
Female,78,Graduate,Single,Employed,492500,0,Rajasthan,4,Car Loan / Vehicle Loan,526370,1,Rent,Car / Vehicle,811280,75,8.02,Good,0,4,0,Urban,19300,1
Male,34,Graduate,Single,Employed,658800,0,Haryana,8,Personal Loan,106350,2,Rent,Home,481450,32,11.82,Good,1,5,1,Semi-urban,344400,1
Male,60,Graduate,Married,Employed,423100,146100,Puducherry,3,Home Loan,148410,1,Rent,House,3261900,170,8.85,Good,0,13,0,Urban,2014200,0
Female,79,Graduate,Married,Employed,676800,0,Lakshadweep,5,Personal Loan,265830,1,Family,Gold,604100,27,10.12,Good,1,7,0,Urban,140800,1
Male,18,Graduate,Married,Self-employed,115400,330800,Meghalaya,3,Home Loan,7910,2,Rent,Apartment/Flat,1632510,205,7.3,Good,0,3,0,Rural,787000,0
Female,67,Graduate,Divorced,Employed,213500,0,Madhya Pradesh,0,Business Loan,56990,1,Rent,Commercial Property,296350,79,6.39,Good,0,6,0,Rural,1225500,1
Female,49,Graduate,Married,Employed,340800,77800,Chandigarh,8,Consumer Durable Loan,23400,0,Rent,Home,45740,16,16.15,Good,0,12,0,Urban,49900,1
Female,78,Not Graduate,Single,Employed,248400,0,Manipur,8,Home Loan,67670,1,Rent,Apartment/Flat,1722330,308,6.0,Good,0,12,1,Urban,1079500,0
Male,54,Graduate,Single,Employed,665100,0,Uttarakhand,7,Credit Card Loan,1123960,2,Own,Home,137890,36,16.93,Good,0,1,2,Semi-urban,78200,1
Male,70,Graduate,Married,Employed,269000,0,Telangana,0,Consumer Durable Loan,23330,0,Rent,Home,152450,11,12.68,Good,0,6,0,Urban,222000,1
Male,28,Graduate,Single,Unemployed,205900,0,Karnataka,7,Consumer Durable Loan,255360,2,Rent,Home,206590,10,9.02,Good,0,7,0,Urban,125000,0
Female,26,Graduate,Married,Self-employed,169500,0,Madhya Pradesh,6,Car Loan / Vehicle Loan,194070,0,Rent,Car / Vehicle,1579820,27,12.53,Good,1,3,1,Urban,238400,0
Female,76,Undergraduate,Married,Employed,375000,0,Ladakh,4,Personal Loan,103210,0,Rent,Other,263760,45,12.3,Good,0,10,0,Urban,265900,0
Female,51,Undergraduate,Married,Unemployed,126000,0,Nagaland,6,Personal Loan,52600,1,Rent,Home,230470,22,8.07,Good,0,11,0,Semi-urban,92200,0
Male,53,Graduate,Married,Self-employed,632800,0,Meghalaya,1,Car Loan / Vehicle Loan,139450,2,Own,Car / Vehicle,584770,49,8.56,Good,0,9,1,Urban,366600,1
Female,28,Undergraduate,Divorced,Employed,289500,0,Jammu and Kashmir,2,Personal Loan,55960,0,Rent,Home,155080,29,9.92,Good,0,6,1,Semi-urban,43200,1
Female,32,Graduate,Married,Employed,1106500,51900,Rajasthan,1,Home Loan,359920,1,Family,Apartment/Flat,5332290,184,9.38,Good,0,7,1,Urban,2480100,0
Female,69,Undergraduate,Married,Employed,282600,104400,Rajasthan,4,Business Loan,42040,0,Rent,Land/Plot,1865450,154,16.25,Bad,1,10,2,Semi-urban,709700,0
Female,37,Not Graduate,Married,Employed,259700,0,Maharashtra,9,Wedding Loan,104820,0,Rent,Home,309120,24,9.6,Good,0,7,0,Semi-urban,198200,1
Male,54,Not Graduate,Married,Employed,281900,0,Tripura,0,Car Loan / Vehicle Loan,80560,0,Rent,Car / Vehicle,212450,28,11.47,Good,1,2,0,Rural,227200,1
Male,37,Graduate,Single,Employed,625800,181700,Arunachal Pradesh,4,Car Loan / Vehicle Loan,73660,1,Own,Car / Vehicle,262150,14,8.93,Good,0,6,0,Urban,88600,1
Female,34,Undergraduate,Married,Unemployed,109800,228000,Haryana,3,Home Loan,53550,1,Rent,House,2622330,297,12.29,Bad,1,10,3,Semi-urban,1585300,0
Male,28,Undergraduate,Married,Employed,255000,0,Chandigarh,10,Business Loan,126990,1,Rent,Land/Plot,3290660,178,16.6,Bad,2,1,4,Rural,1724200,0
Male,76,Not Graduate,Married,Employed,129800,0,Jharkhand,6,Home Loan,88120,1,Rent,Apartment/Flat,1808810,333,11.07,Good,2,11,2,Urban,1274400,0
Male,77,Graduate,Single,Unemployed,122000,0,Puducherry,2,Credit Card Loan,22980,0,Rent,Home,90580,12,13.85,Good,0,2,1,Urban,209700,0
Male,25,Graduate,Married,Employed,149100,0,Jammu and Kashmir,3,Business Loan,93880,2,Rent,Land/Plot,1829390,87,10.92,Bad,1,6,1,Urban,1850400,0
Female,40,Graduate,Married,Employed,306400,0,Maharashtra,6,Car Loan / Vehicle Loan,479390,3,Rent,Car / Vehicle,991010,53,9.12,Good,0,2,0,Rural,98300,1
Male,53,Graduate,Married,Employed,312400,0,Ladakh,0,Credit Card Loan,88440,0,Family,Home,133290,11,15.25,Good,0,10,0,Urban,96000,1
Male,42,Undergraduate,Single,Employed,246700,0,Uttar Pradesh,0,Gold Loan,74990,0,Rent,Gold,455150,21,6.0,Good,0,9,0,Urban,1043500,1
Female,63,Graduate,Married,Employed,392500,0,Chandigarh,7,Car Loan / Vehicle Loan,186740,0,Rent,Car / Vehicle,903100,71,8.72,Good,0,3,0,Rural,60000,0
Female,34,Graduate,Married,Employed,271500,0,Mizoram,8,Business Loan,13270,1,Rent,Commercial Property,214630,178,12.32,Bad,0,4,1,Urban,1915300,1
Male,21,Undergraduate,Married,Self-employed,162300,0,Chhattisgarh,8,Gold Loan,15040,1,Rent,Gold,180370,15,8.77,Good,0,3,0,Urban,853700,1
Male,39,Undergraduate,Single,Self-employed,200500,0,Punjab,1,Home Loan,35680,2,Rent,Apartment/Flat,720260,67,9.93,Bad,2,12,3,Semi-urban,4945400,0
Male,55,Not Graduate,Single,Self-employed,328700,0,Chandigarh,9,Personal Loan,69170,1,Family,Home,173350,47,13.0,Good,1,13,1,Urban,98900,1
Male,29,Undergraduate,Single,Self-employed,154900,0,Bihar,2,Education Loan,46840,1,Rent,Agricultural Land,2214750,43,6.4,Good,1,10,1,Urban,175100,0
Male,69,Not Graduate,Single,Employed,212400,127000,Andhra Pradesh,9,Personal Loan,72720,1,Family,Home,478670,12,17.2,Bad,3,7,4,Urban,92200,0
Male,18,Undergraduate,Married,Employed,148900,0,Chandigarh,3,Car Loan / Vehicle Loan,13720,0,Rent,Car / Vehicle,438420,28,11.97,Good,0,7,0,Semi-urban,46500,0
Female,22,Graduate,Married,Employed,60000,0,Sikkim,5,Education Loan,41700,0,Family,Agricultural Land,544110,12,12.89,Good,1,5,0,Semi-urban,195700,0
Female,50,Graduate,Married,Employed,1901000,0,Odisha,10,Car Loan / Vehicle Loan,686020,1,Own,Car / Vehicle,538810,17,10.04,Good,0,4,0,Urban,81700,1
Female,50,Not Graduate,Married,Employed,386700,0,Tripura,4,Personal Loan,112140,0,Rent,Home,481090,37,14.17,Good,0,6,0,Semi-urban,74400,0
Male,36,Graduate,Married,Employed,423700,0,Tripura,7,Home Loan,173420,1,Rent,House,1441060,113,7.18,Good,0,0,0,Rural,957800,0
Male,34,Graduate,Single,Employed,253000,0,Meghalaya,6,Personal Loan,42750,0,Rent,Home,542850,13,10.91,Good,0,11,0,Urban,138500,1
Other,22,Undergraduate,Married,Employed,191900,75200,Sikkim,0,Business Loan,43830,0,Rent,Commercial Property,990200,64,16.73,Bad,1,4,9,Rural,690100,0
Female,59,Graduate,Married,Employed,252900,0,Nagaland,8,Home Loan,29400,1,Family,Apartment/Flat,1886060,311,12.44,Bad,2,9,3,Rural,483800,0
Female,41,Graduate,Married,Employed,525000,0,Haryana,3,Home Loan,24890,2,Family,House,7180230,241,6.24,Good,0,6,1,Urban,3472900,0
Male,25,Graduate,Married,Unemployed,60000,88300,Uttarakhand,5,Consumer Durable Loan,13730,2,Rent,Home,61880,23,12.42,Bad,2,8,2,Semi-urban,84000,0
Male,43,Graduate,Married,Employed,208600,0,Maharashtra,3,Car Loan / Vehicle Loan,229150,1,Rent,Car / Vehicle,652980,34,15.02,Bad,1,5,0,Rural,100200,0
Male,77,Undergraduate,Married,Self-employed,290600,0,Jammu and Kashmir,10,Car Loan / Vehicle Loan,50970,1,Family,Car / Vehicle,242740,71,13.46,Bad,1,5,1,Semi-urban,287200,1
Female,34,Graduate,Married,Employed,773500,0,Manipur,6,Personal Loan,61550,2,Rent,Home,395730,7,14.03,Bad,0,3,1,Semi-urban,80700,1
Male,74,Undergraduate,Married,Employed,214700,43900,Gujarat,7,Personal Loan,93250,1,Family,Home,350050,10,12.34,Good,0,12,0,Urban,182800,1
Female,34,Graduate,Married,Self-employed,441800,89100,Chandigarh,5,Home Loan,83280,0,Family,Apartment/Flat,1519240,351,9.03,Bad,1,6,4,Rural,835900,0
Female,29,Undergraduate,Single,Unemployed,60000,0,Chhattisgarh,3,Consumer Durable Loan,23540,1,Family,Home,50330,18,12.0,Good,0,11,0,Urban,86900,1
Female,34,Graduate,Married,Self-employed,372800,0,Puducherry,6,Home Loan,174860,2,Family,Land/Plot,545620,312,7.81,Good,0,9,1,Semi-urban,2921400,1
Male,38,Graduate,Married,Unemployed,308700,0,Tamil Nadu,8,Business Loan,56910,0,Rent,Commercial Property,388830,103,12.52,Bad,2,10,4,Rural,1089500,0
Female,25,Undergraduate,Married,Employed,268700,58100,Nagaland,1,Consumer Durable Loan,103510,0,Family,Home,64770,8,9.77,Good,0,7,0,Urban,202900,1
Female,55,Graduate,Single,Unemployed,60000,91600,Himachal Pradesh,1,Home Loan,16120,3,Rent,House,758530,273,11.27,Good,0,10,0,Semi-urban,1583000,0
Male,39,Undergraduate,Married,Self-employed,342100,0,Haryana,1,Consumer Durable Loan,19590,0,Rent,Home,124380,13,9.55,Good,0,10,0,Semi-urban,98900,1
Female,63,Graduate,Married,Self-employed,415800,141100,Gujarat,10,Education Loan,75550,0,Rent,Agricultural Land,311800,97,9.62,Good,0,5,1,Rural,87700,1
Female,48,Graduate,Single,Self-employed,995100,48000,Chandigarh,6,Travel Loan,141640,3,Own,Home,228670,8,16.65,Bad,1,11,2,Urban,115900,1
Female,45,Graduate,Married,Self-employed,451500,0,Haryana,3,Education Loan,37350,1,Rent,Agricultural Land,1319240,90,7.73,Good,0,5,1,Semi-urban,158100,0
Male,47,Not Graduate,Married,Employed,123800,0,Arunachal Pradesh,2,Car Loan / Vehicle Loan,17380,1,Rent,Car / Vehicle,1137540,73,14.78,Good,0,1,1,Urban,165100,0
Female,27,Graduate,Single,Employed,253600,150200,Haryana,7,Personal Loan,119940,0,Rent,Home,1457240,11,13.29,Good,0,2,1,Urban,85200,0
Male,62,Graduate,Single,Employed,335500,0,Sikkim,5,Education Loan,93790,1,Rent,Agricultural Land,178680,42,7.84,Good,0,4,0,Urban,405600,1
Male,24,Undergraduate,Married,Employed,60000,152600,Nagaland,6,Consumer Durable Loan,3760,0,Family,Home,82740,10,11.27,Good,0,11,0,Urban,242000,1
Male,63,Graduate,Married,Employed,447000,126200,Maharashtra,7,Personal Loan,50810,2,Rent,Home,191860,22,6.0,Good,1,11,0,Semi-urban,55200,1
Male,80,Undergraduate,Married,Self-employed,430400,127900,Lakshadweep,1,Business Loan,120440,2,Rent,Commercial Property,5875400,137,11.96,Good,0,9,1,Urban,1549300,0
Male,66,Not Graduate,Married,Employed,364100,0,Madhya Pradesh,7,Car Loan / Vehicle Loan,100420,3,Rent,Car / Vehicle,324640,74,18.76,Bad,0,4,0,Urban,104300,0
Male,46,Undergraduate,Divorced,Employed,625000,69200,Chandigarh,7,Wedding Loan,133710,0,Own,Home,344370,35,11.34,Good,0,13,0,Urban,984900,1
Female,37,Graduate,Married,Employed,312300,0,Chhattisgarh,3,Car Loan / Vehicle Loan,157740,3,Rent,Car / Vehicle,276630,25,11.23,Bad,0,10,3,Rural,18900,0
Male,72,Graduate,Single,Employed,215500,451500,Punjab,3,Home Loan,80030,1,Rent,Apartment/Flat,893160,207,9.63,Good,1,11,0,Urban,1641000,0
Other,34,Not Graduate,Married,Employed,127700,0,Chhattisgarh,6,Home Loan,22350,0,Rent,Apartment/Flat,734070,306,6.0,Good,0,5,0,Urban,2491900,1
Male,48,Undergraduate,Married,Employed,367900,282000,Assam,4,Startup Loan,59250,3,Family,House,472140,161,18.37,Bad,2,4,4,Semi-urban,518000,1
Female,66,Graduate,Single,Employed,959900,163400,Tripura,10,Credit Card Loan,225850,1,Own,Home,155820,9,14.54,Good,0,4,0,Rural,204700,1
Female,76,Not Graduate,Divorced,Employed,295800,0,Tripura,1,Gold Loan,15440,1,Family,Gold,117860,35,8.52,Good,0,8,0,Semi-urban,1199500,1
Female,76,Not Graduate,Single,Employed,274500,0,Rajasthan,1,Business Loan,95860,3,Rent,Commercial Property,305910,97,9.35,Good,0,7,0,Urban,1875100,1
